Longitude,Latitude,datetime,UHI Index,building_area_25,building_area_50,building_area_100
-73.90753833,40.80944167,24-07-2021 15:55,1.028365601,731.3456952419865,3778.8030470685035,13667.944156984446
-73.90755,40.80939833,24-07-2021 15:55,1.028365601,724.5326957616395,3662.5087595638556,13821.2462231867
-73.90761333,40.80920333,24-07-2021 15:55,1.04134789,422.1797376935497,3045.0779424641482,15221.380598791315
-73.90763833,40.80913833,24-07-2021 15:55,1.04134789,280.27641835719135,2906.0276413841275,15774.256053119097
-73.90766,40.80906667,24-07-2021 15:55,1.03702046,156.76954165661863,2867.2601700893692,15959.925989659943
-73.90768,40.80899,24-07-2021 15:55,1.03702046,162.07107007332513,2923.620494213952,15978.713440761489
-73.90770167,40.80891167,24-07-2021 15:55,1.039184175,312.17601383125464,3037.3914020699126,15850.349601151353
-73.90772667,40.808825,24-07-2021 15:55,1.039184175,484.4176943283045,3276.6238758250497,15720.49618807389
-73.90775667,40.808735,24-07-2021 15:55,1.026201886,628.7855660516136,3760.985791071096,15581.24510693546
-73.907785,40.80864333,24-07-2021 15:55,1.026201886,659.8691870419325,4093.491976805394,15472.408645725158
-73.90781833,40.80855,24-07-2021 15:55,1.024038171,674.0996480310654,4024.549062323703,15304.705333819245
-73.90785667,40.80845667,24-07-2021 15:55,1.024038171,633.6482764962368,3810.040648541288,15204.249055051467
-73.90789333,40.80836,24-07-2021 15:55,1.024038171,461.96933002429853,3456.1960578251465,14736.583073310347
-73.90792833,40.80826167,24-07-2021 15:55,1.024038171,360.9459525127337,3176.756182032029,14541.581560134216
-73.90800833,40.80806667,24-07-2021 15:55,1.019710741,539.110050236528,2802.583748334271,13677.303354396248
-73.90802667,40.80797667,24-07-2021 15:55,1.015383311,621.5259710261184,2702.951252356281,12915.89201605488
-73.90804667,40.807885,24-07-2021 15:55,1.015383311,591.8039824299608,2601.540993945264,11999.92885993832
-73.90808667,40.80778833,24-07-2021 15:55,1.006728452,626.1569590556338,2557.216910750232,10867.598462953902
-73.90813,40.80769167,24-07-2021 15:55,1.006728452,622.9975809062685,2409.10920436681,9754.911380084086
-73.90817333,40.80759667,24-07-2021 15:55,1.004564737,471.819558858527,1962.0631271858945,8547.68940900241
-73.90821333,40.8075,24-07-2021 15:55,1.004564737,429.2126696456843,1540.8286362976305,7506.589782311934
-73.908245,40.80741333,24-07-2021 15:55,1.004564737,374.76936449467854,1248.003085924018,6929.595223756666
-73.90827,40.80732833,24-07-2021 15:55,1.004564737,290.15981059735304,994.9757530319049,6264.370147601883
-73.90829833,40.80723833,24-07-2021 15:55,1.000237307,230.69088511692277,781.9714384281294,5185.462982730926
-73.90836333,40.80704833,24-07-2021 15:56,1.000237307,0.3728047707605697,574.9437959132082,3494.1572902596467
-73.90839667,40.806955,24-07-2021 15:56,1.000357514,0.0,436.31506284852907,3152.0198482557694
-73.90842833,40.80687167,24-07-2021 15:56,1.000357514,0.0,236.10024798167672,3386.4760541285527
-73.908455,40.80679667,24-07-2021 15:56,1.004684943,0.0,103.46856762571615,3719.498110845998
-73.90848,40.80674,24-07-2021 15:56,1.004684943,0.0,0.0,3977.4297677819063
-73.90849667,40.80669667,24-07-2021 15:56,1.004684943,0.0,0.0,4183.304437096722
-73.90853,40.80663333,24-07-2021 15:56,1.006848658,0.0,0.0,4550.059143821025
-73.90859333,40.80654167,24-07-2021 15:56,1.004684943,0.0,0.0,5098.052943601953
-73.90863333,40.80648333,24-07-2021 15:56,1.004684943,0.0,0.0,5300.009316854319
-73.908675,40.80643,24-07-2021 15:56,1.004684943,0.0,64.01648452037621,5536.248750977795
-73.90871333,40.80638833,24-07-2021 15:56,1.004684943,0.0,125.07708191982466,5806.026981024388
-73.90875333,40.80634667,24-07-2021 15:56,1.004684943,0.0,177.484908105462,5973.430824139983
-73.9088,40.80631167,24-07-2021 15:56,1.004684943,0.0,199.2904925394096,6044.141348747262
-73.90885167,40.80628333,24-07-2021 15:56,1.004684943,0.0,188.37218095720286,6077.164728215872
-73.90889833,40.80626,24-07-2021 15:56,1.004684943,0.0,179.3717345261548,6095.185221888054
-73.90893667,40.80624833,24-07-2021 15:56,1.004684943,0.0,159.69241184932116,6041.140105892746
-73.90896333,40.80624333,24-07-2021 15:56,1.004684943,0.0,138.82665751120572,5978.052083283068
-73.909165,40.80621667,24-07-2021 15:56,1.015503518,0.0,51.97825889580598,5569.641442164744
-73.909225,40.806185,24-07-2021 15:56,1.015503518,0.0,150.88195364679785,5618.219161383058
-73.90930167,40.80615,24-07-2021 15:56,1.015503518,0.0,340.7661750115058,5673.3894361543435
-73.90947667,40.80609667,24-07-2021 15:56,1.015503518,0.0,841.8489070034017,5754.353077713254
-73.90954667,40.80606833,24-07-2021 15:56,1.013339803,67.1351874415399,1100.3310734272952,5825.045935873427
-73.909595,40.80603667,24-07-2021 15:56,1.013339803,133.01443833195617,1275.9195958775265,5973.45901327932
-73.90964667,40.80601333,24-07-2021 15:56,1.011176088,212.9422216276152,1478.314865707983,6157.854756926907
-73.9097,40.80599,24-07-2021 15:56,1.011176088,292.82294355532133,1688.8579943581917,6360.52180263654
-73.90976,40.80597167,24-07-2021 15:56,1.004684943,396.6882592279624,1952.4522143566028,6609.87466186347
-73.90987167,40.80591167,24-07-2021 15:56,1.004684943,484.5912890072496,2377.2303081170617,7386.571794897551
-73.90990833,40.80590333,24-07-2021 15:56,1.004684943,541.6285384503931,2551.7259538528733,7593.681701871297
-73.90994667,40.805895,24-07-2021 15:56,1.002521229,599.4612928815898,2730.478054891282,7799.368188988189
-73.90998333,40.80588667,24-07-2021 15:57,1.002521229,645.2373879104751,2888.9313188874285,7958.352929892958
-73.910005,40.80574833,24-07-2021 15:57,1.011296294,138.40311713302304,1938.0232181907338,8929.771273675711
-73.90990833,40.80571167,24-07-2021 15:57,1.011296294,0.0,1312.9625182806087,8969.184876794023
-73.90979167,40.80562667,24-07-2021 15:57,1.011296294,0.0,413.67001450295544,10085.465003882515
-73.90964,40.80555333,24-07-2021 15:57,1.013460009,0.0,350.31756786299457,11311.534622345815
-73.90940833,40.80539,24-07-2021 15:57,1.013460009,67.56416761545096,2089.513312616823,12684.377676319818
-73.90931,40.80531333,24-07-2021 15:57,1.011296294,447.31676149709557,2789.173923135439,12584.108309216082
-73.90921167,40.80523667,24-07-2021 15:57,1.011296294,803.937130691702,3560.7792559920895,12530.212592762922
-73.90911833,40.80516667,24-07-2021 15:57,1.011296294,1058.8126508270702,4219.360481426328,12538.820993913201
-73.90902667,40.80509833,24-07-2021 15:57,1.011296294,1224.8918657551799,4520.080036177487,12382.244862400576
-73.90895333,40.80503167,24-07-2021 15:58,1.015623724,1181.7762060147127,4539.092691257605,12106.729413232308
-73.90889167,40.80498833,24-07-2021 15:58,1.015623724,1150.195156260577,4469.811981619252,11878.66995890309
-73.90883167,40.804955,24-07-2021 15:58,1.015623724,1075.8189217563627,4306.524328127178,11627.263031332506
-73.90870167,40.80489167,24-07-2021 15:58,1.019951154,725.8583299834049,3574.1984679651696,10866.241864125715
-73.90863833,40.80486167,24-07-2021 15:58,1.019951154,521.3488448478906,3116.1197454454837,10380.202714743722
-73.90858,40.80483667,24-07-2021 15:58,1.019951154,343.4543400324979,2667.6016201142866,9902.241499387339
-73.90852667,40.804815,24-07-2021 15:58,1.019951154,200.32682079870077,2254.8091309939136,9445.916390232916
-73.90847333,40.80479667,24-07-2021 15:58,1.017787439,93.37492603855212,1867.4751537899392,8989.434564198746
-73.90842333,40.80478,24-07-2021 15:58,1.017787439,30.178330720918925,1517.2524791026972,8569.182578626675
-73.90837333,40.80476667,24-07-2021 15:58,1.017787439,0.0,1199.6978738224539,8185.155908431972
-73.908315,40.80474,24-07-2021 15:58,1.017787439,0.0,794.0715844886906,7682.6095644985935
-73.90824,40.80463667,24-07-2021 15:58,1.017787439,0.0,121.64462806542517,6358.075645175102
-73.90812,40.804555,24-07-2021 15:58,1.013460009,0.0,0.0,4680.252462519442
-73.90805,40.80449833,24-07-2021 15:58,1.013460009,0.0,0.0,3529.235213674319
-73.90797167,40.80446,24-07-2021 15:58,1.013460009,0.0,0.0,2509.2803817847166
-73.90789,40.80441167,24-07-2021 15:58,1.011296294,0.0,0.0,1445.413157866447
-73.90774667,40.80431833,24-07-2021 15:58,1.011296294,0.0,0.0,65.43387526032772
-73.90767833,40.804275,24-07-2021 15:58,1.011296294,0.0,0.0,0.0
-73.907605,40.804235,24-07-2021 15:58,1.011296294,0.0,0.0,0.0
-73.907515,40.80420833,24-07-2021 15:58,1.011296294,0.0,0.0,0.0
-73.90745167,40.804175,24-07-2021 15:58,1.013460009,0.0,0.0,0.0
-73.90736167,40.804135,24-07-2021 15:58,1.013460009,0.0,0.0,0.0
-73.90721833,40.80409667,24-07-2021 15:58,1.013460009,0.0,0.0,0.0
-73.90718,40.80413667,24-07-2021 15:58,1.013460009,0.0,0.0,0.0
-73.907135,40.80417833,24-07-2021 15:58,1.013460009,0.0,0.0,0.0
-73.90709,40.80422333,24-07-2021 15:58,1.00913258,0.0,0.0,0.0
-73.90704333,40.80427167,24-07-2021 15:58,1.00913258,0.0,0.0,0.0
-73.906985,40.80432667,24-07-2021 15:58,1.00913258,0.0,0.0,0.0
-73.90693,40.80438,24-07-2021 15:58,1.00913258,0.0,0.0,0.0
-73.906875,40.80442667,24-07-2021 15:58,1.006968865,0.0,0.0,0.0
-73.90682833,40.80446833,24-07-2021 15:59,1.007089071,0.0,0.0,0.0
-73.90678333,40.8045,24-07-2021 15:59,1.007089071,0.0,0.0,0.0
-73.90674167,40.80451333,24-07-2021 15:59,1.007089071,0.0,0.0,0.0
-73.9067,40.80451,24-07-2021 15:59,1.004925356,0.0,0.0,0.0
-73.90665667,40.80448833,24-07-2021 15:59,1.004925356,0.0,0.0,0.0
-73.90660667,40.80445333,24-07-2021 15:59,1.007089071,0.0,0.0,0.0
-73.90655667,40.80441167,24-07-2021 15:59,1.007089071,0.0,0.0,0.0
-73.90649,40.80436667,24-07-2021 15:59,1.007089071,0.0,0.0,0.0
-73.906415,40.80432333,24-07-2021 15:59,1.007089071,0.0,0.0,0.0
-73.90633,40.804275,24-07-2021 15:59,1.007089071,0.0,0.0,0.0
-73.90624167,40.80422333,24-07-2021 15:59,1.007089071,0.0,0.0,0.0
-73.90606,40.80412,24-07-2021 15:59,1.007089071,0.0,0.0,0.0
-73.90597,40.80407,24-07-2021 15:59,1.007089071,0.0,0.0,11.140080786763498
-73.90573333,40.80394333,24-07-2021 15:59,1.007089071,0.0,0.0,375.35406557501454
-73.90568167,40.803915,24-07-2021 15:59,1.007089071,0.0,0.0,474.2708968403387
-73.90563,40.80389167,24-07-2021 15:59,1.000597926,0.0,0.0,557.6427385073205
-73.90562667,40.803875,24-07-2021 15:59,1.000597926,0.0,0.0,639.5296003762453
-73.905605,40.80382333,24-07-2021 15:59,0.998434212,0.0,0.0,917.1879031463081
-73.90562833,40.803785,24-07-2021 15:59,0.998434212,0.0,0.0,1118.2501140888785
-73.90566833,40.80373833,24-07-2021 15:59,0.998434212,0.0,0.0,1318.9010695547
-73.90572167,40.80368667,24-07-2021 15:59,0.998434212,0.0,0.0,1495.443590240744
-73.90577667,40.80363333,24-07-2021 15:59,1.000597926,0.0,0.5605906155533585,1691.686137573392
-73.90583167,40.80357833,24-07-2021 15:59,1.000597926,0.0,62.14545598850623,1924.1202442769586
-73.90588333,40.80352833,24-07-2021 15:59,0.998434212,0.0,178.3506425033963,2037.1535270613358
-73.90592667,40.80348333,24-07-2021 15:59,0.998434212,0.0,315.07185250977244,2095.971902117383
-73.90596667,40.80344333,24-07-2021 15:59,0.998434212,0.0,450.9476112694912,2136.11353860984
-73.906,40.80340833,24-07-2021 15:59,0.998434212,0.6608440292332005,546.8268913671553,2160.5373400715016
-73.90602333,40.80338333,24-07-2021 15:59,0.996270497,7.802145553743565,601.2589840639235,2163.450786756426
-73.90607,40.80331667,24-07-2021 15:59,0.991943067,61.1064734144728,723.4128834274073,2214.7891149094294
-73.90609333,40.80328,24-07-2021 15:59,0.989779352,106.46516677920698,786.5265049242198,2313.6924619109345
-73.90617,40.80319667,24-07-2021 15:59,0.989779352,166.69289419579553,969.1236917046292,2746.5341119063823
-73.90625667,40.80311667,24-07-2021 15:59,0.987615637,88.29165828568343,980.0586849252591,3435.535177466461
-73.90634667,40.803035,24-07-2021 15:59,0.987615637,84.73717030881511,872.4516649772388,4173.283072269567
-73.90642833,40.80296167,24-07-2021 15:59,0.987615637,104.52214345822924,671.5245381938262,4882.757739502572
-73.90650333,40.802895,24-07-2021 15:59,0.987615637,101.6237431800147,583.8197909383625,5415.586772712629
-73.90665167,40.80274667,24-07-2021 15:59,0.983288207,23.057213359383816,989.8906858986679,5718.305342720575
-73.906725,40.80267333,24-07-2021 15:59,0.985451922,130.12446686318242,1288.7204070075595,5456.1774455285295
-73.9068,40.8026,24-07-2021 15:59,0.985451922,284.09802835538426,1515.1912122745039,5029.84065381419
-73.90687333,40.80252833,24-07-2021 15:59,0.987615637,406.6327382359256,1712.0122657421302,4569.295951853706
-73.90694833,40.80245333,24-07-2021 15:59,0.987615637,448.63640434985865,1866.262088920026,4376.809994813403
-73.90702,40.80237833,24-07-2021 15:59,0.985451922,441.7242563557506,1938.1093341274582,4741.122894409961
-73.90709167,40.80230833,24-07-2021 15:59,0.985451922,352.027114579242,1753.4023577424578,5101.129714739325
-73.90714667,40.80225167,24-07-2021 15:59,0.981124492,234.74645219795542,1493.3671153194548,5213.338541028184
-73.90718,40.802215,24-07-2021 15:59,0.981124492,155.9487119045833,1324.5917302471914,5260.757567560963
-73.907205,40.80219167,24-07-2021 15:59,0.985451922,103.52648693924021,1195.0451341156995,5313.775270126589
-73.90729,40.80219167,24-07-2021 15:59,0.987615637,0.7299435606240087,813.9233908856354,5043.53808098403
-73.90734333,40.80221667,24-07-2021 15:59,0.987615637,0.0,608.3749673549561,4627.666389863959
-73.90740333,40.80225167,24-07-2021 15:59,0.987615637,0.0,395.1888502581066,4110.379528941335
-73.90747,40.80229667,24-07-2021 15:59,0.987615637,0.0,180.58994837894218,3511.168581770103
-73.90754833,40.80234333,24-07-2021 15:59,0.987615637,0.0,0.0,2904.5450624154173
-73.90763833,40.802395,24-07-2021 15:59,0.987615637,0.0,0.0,2376.436045596256
-73.90773333,40.80244667,24-07-2021 15:59,0.987615637,0.0,0.0,1657.3001651640323
-73.90783167,40.80250333,24-07-2021 15:59,0.987615637,0.0,0.0,922.7276378687333
-73.90803167,40.802615,24-07-2021 15:59,0.989779352,0.0,0.0,31.143019243664202
-73.90812667,40.80266833,24-07-2021 15:01,0.989779352,0.0,0.0,0.0
-73.90820333,40.80271333,24-07-2021 15:01,0.991943067,0.0,0.0,0.0
-73.90829,40.80275833,24-07-2021 15:01,0.992063273,0.0,0.0,0.0
-73.90837167,40.80281167,24-07-2021 15:01,0.996390703,0.0,0.0,0.0
-73.90840167,40.80283,24-07-2021 15:01,0.996390703,0.0,0.0,0.0
-73.90844167,40.80285,24-07-2021 15:01,0.996390703,0.0,0.0,0.0
-73.90849167,40.80287333,24-07-2021 15:01,0.996390703,0.0,0.0,0.0
-73.908605,40.80294,24-07-2021 15:01,1.000718133,0.0,0.0,0.0
-73.90866833,40.80298,24-07-2021 15:01,1.005045563,0.0,0.0,0.0
-73.90873667,40.803025,24-07-2021 15:01,1.005045563,0.0,0.0,0.0
-73.90881667,40.80307167,24-07-2021 15:01,1.005045563,0.0,0.0,0.0
-73.90890167,40.80312,24-07-2021 15:01,1.005045563,0.0,0.0,0.0
-73.90898667,40.80317,24-07-2021 15:01,1.000718133,0.0,0.0,0.0
-73.90907667,40.80322,24-07-2021 15:01,1.000718133,0.0,0.0,0.0
-73.90917,40.80327167,24-07-2021 15:01,1.000718133,0.0,0.0,0.0
-73.909265,40.80332167,24-07-2021 15:01,1.000718133,0.0,0.0,0.0
-73.90936,40.80337667,24-07-2021 15:01,1.000718133,0.0,0.0,0.0
-73.909455,40.80343333,24-07-2021 15:01,1.000718133,0.0,0.0,4.776408470007572
-73.90955167,40.80349,24-07-2021 15:01,0.998554418,0.0,0.0,64.0314254258082
-73.909645,40.80354833,24-07-2021 15:01,0.998554418,0.0,0.0,190.15582963743705
-73.90975333,40.80359333,24-07-2021 15:01,0.998554418,0.0,0.0,266.32355981208235
-73.90986,40.80364167,24-07-2021 15:01,0.998554418,0.0,0.0,356.81642518071163
-73.90996167,40.80368833,24-07-2021 15:01,0.998554418,0.0,0.0,434.1374203189613
-73.910065,40.80373333,24-07-2021 15:01,0.998554418,0.0,0.0,478.4881217375921
-73.91016667,40.803775,24-07-2021 15:01,1.000718133,0.0,0.0,501.1766069089699
-73.91026833,40.80381667,24-07-2021 15:01,1.000718133,0.0,0.0,524.2460200362952
-73.91036667,40.80385833,24-07-2021 15:01,1.007209277,0.0,0.0,552.8502382786812
-73.910465,40.80390333,24-07-2021 15:01,1.007209277,0.0,0.0,566.9753681737702
-73.91056667,40.803945,24-07-2021 15:01,1.009372992,0.0,0.0,518.531965302678
-73.91066667,40.80399,24-07-2021 15:02,1.009372992,0.0,0.0,522.779913517976
-73.91077,40.80403333,24-07-2021 15:02,1.011536707,0.0,0.0,479.09065599498626
-73.91087,40.80407667,24-07-2021 15:02,1.011536707,0.0,0.0,392.70507338847654
-73.91104333,40.80416833,24-07-2021 15:02,1.011536707,0.0,0.0,269.9602454689524
-73.91112667,40.80421,24-07-2021 15:02,1.011536707,0.0,0.0,191.889807678595
-73.91121,40.804245,24-07-2021 15:02,1.011536707,0.0,17.434874355812017,108.5868575070087
-73.91128667,40.80427167,24-07-2021 15:02,1.011536707,0.0,64.4659142538158,66.81982365573097
-73.911345,40.804295,24-07-2021 15:02,1.013700422,0.0,65.3180334391786,65.4426477530858
-73.911385,40.80431167,24-07-2021 15:02,1.013700422,0.0,65.3180334391786,111.94458612087814
-73.91140667,40.80432167,24-07-2021 15:02,1.015864137,0.0,65.3180334391786,171.92107701684813
-73.91156333,40.80437,24-07-2021 15:02,1.035457777,12.881788375388616,65.3180334391786,761.9830917730386
-73.911605,40.804385,24-07-2021 15:02,1.035457777,22.50468734073462,65.3180334391786,907.2080208763787
-73.91168667,40.80441833,24-07-2021 15:02,1.037621492,27.29204322589972,65.3180334391786,1211.581414498232
-73.91172667,40.80443333,24-07-2021 15:02,1.035457777,25.167686279248528,65.3180334391786,1357.8458858591125
-73.91183333,40.80448,24-07-2021 15:02,1.031130348,1.1541784812219074,65.3180334391786,1711.565800541111
-73.91187667,40.80449833,24-07-2021 15:02,1.031130348,0.0,65.3180334391786,1864.9162802351575
-73.91191667,40.804515,24-07-2021 15:02,1.031130348,0.0,65.3180334391786,2071.5862794883424
-73.91195833,40.80453333,24-07-2021 15:02,1.035457777,0.0,65.3180334391786,2337.960429801592
-73.91200333,40.80455333,24-07-2021 15:02,1.035457777,0.0,133.29779381371156,2667.3390664094018
-73.912045,40.80456833,24-07-2021 15:02,1.033294062,0.0,239.01283144614274,2971.3784305853155
-73.91207333,40.80457167,24-07-2021 15:02,1.033294062,0.0,288.2252965390784,3139.5519950581343
-73.91214333,40.8046,24-07-2021 15:02,1.031130348,0.0,387.49119145245527,3731.292656432917
-73.91219333,40.80461833,24-07-2021 15:02,1.031130348,0.0,403.7202797737087,4036.669002878907
-73.912275,40.804645,24-07-2021 15:02,1.024639203,0.0,482.26147674999623,4405.0734022242905
-73.91236667,40.80469833,24-07-2021 15:02,1.024639203,73.64841333350367,685.7842751247767,4839.234056550485
-73.91245333,40.804735,24-07-2021 15:02,1.031130348,141.35048565185758,895.5419866241363,5180.863749307433
-73.912545,40.804785,24-07-2021 15:02,1.031130348,150.02376325542275,1314.6095861676565,6010.338909178225
-73.91263,40.80482667,24-07-2021 15:02,1.033294062,121.36256225790868,1743.8805708734872,6807.288518843026
-73.91271833,40.804865,24-07-2021 15:02,1.033294062,103.9342718080343,2096.6262160801357,7536.9640569961275
-73.91281,40.80490833,24-07-2021 15:02,1.035457777,191.37753592884448,2193.722387253607,8353.911614501583
