,Longitude,Latitude,datetime,UHI Index,building_area_25,building_area_50,building_area_100,B01,B02,B03,B04,B05,B06,B07,B08,B8A,B11,B12
16,-73.90953,40.81198167,24-07-2021 15:53,1.010815469,764.1074842038241,3173.845444466133,11671.86952461583,1354.0,1249.0,1427.0,1537.0,1900.0,1912.0,2057.5,1953.0,2077.5,2269.5,1721.5
17,-73.90954833,40.81194,24-07-2021 15:54,1.010815469,663.5681456082752,3297.114017553373,11691.975427987743,1354.0,1111.0,1304.0,1369.0,1953.5,1950.5,1996.0,1712.0,2109.5,2300.5,1788.0
18,-73.90956333,40.8119,24-07-2021 15:54,1.010815469,552.9124344089844,3420.9733634311056,11707.2241141808,1354.0,2200.0,2340.0,2432.0,1953.5,1950.5,1996.0,2777.0,2109.5,2300.5,1788.0
19,-73.90958167,40.81186333,24-07-2021 15:54,1.010815469,475.48232905911885,3497.480423829243,11576.589834881384,1354.0,2200.0,2340.0,2432.0,1953.5,1950.5,1996.0,2777.0,2109.5,2300.5,1788.0
20,-73.9096,40.81181167,24-07-2021 15:54,1.012979184,412.5684098929412,3520.984480738367,11398.280558747529,1354.0,1481.0,1707.0,1890.0,1953.5,1950.5,1996.0,2073.0,2109.5,2300.5,1788.0
21,-73.909615,40.81175333,24-07-2021 15:54,1.012979184,423.3680934766184,3427.765728606437,11307.665225645964,1354.0,1137.0,1345.0,1431.0,1560.5,1657.0,1731.0,1608.0,1758.5,1961.0,1667.5
22,-73.90963167,40.8117,24-07-2021 15:54,1.012979184,482.3503208170545,3260.427417788244,11278.950017872314,1354.0,1137.0,1345.0,1431.0,1560.5,1657.0,1731.0,1608.0,1758.5,1961.0,1667.5
23,-73.90964667,40.81164333,24-07-2021 15:54,1.012979184,591.8531520802936,3144.0265779486244,11435.838885157364,950.5,1654.0,1836.0,1919.0,1941.5,2058.0,2063.5,2154.0,2066.5,2333.5,2070.0
24,-73.90966167,40.81157833,24-07-2021 15:54,1.012979184,743.0093525967086,3073.368380896508,11703.604002802382,751.5,2036.0,2114.0,2305.0,1921.5,2343.5,2478.0,2320.0,2500.5,2339.0,2180.0
25,-73.909675,40.81151,24-07-2021 15:54,1.012979184,795.2961200781156,3143.526026357015,11871.253654075015,751.5,2036.0,2114.0,2305.0,1921.5,2343.5,2478.0,2320.0,2500.5,2339.0,2180.0
26,-73.90969333,40.81144167,24-07-2021 15:54,1.012979184,757.9921111381357,3221.843872172878,11954.441241043174,751.5,1529.0,1548.0,1741.0,1921.5,2343.5,2478.0,2234.0,2500.5,2339.0,2180.0
27,-73.909705,40.81137667,24-07-2021 15:54,1.012979184,680.7632779530013,3418.2449854391775,11869.939203372169,751.5,780.5,953.5,935.0,1174.5,2188.5,2543.0,2452.0,2650.5,1830.0,1414.5
28,-73.90971333,40.81132,24-07-2021 15:54,1.012979184,640.5463259454854,3624.21408953619,11641.584858569113,751.5,780.5,953.5,935.0,1174.5,2188.5,2543.0,2452.0,2650.5,1830.0,1414.5
29,-73.909745,40.81123,24-07-2021 15:54,1.012979184,598.468332041665,3709.611914409997,11107.720716646263,751.5,698.5,849.0,795.5,1174.5,2188.5,2543.0,2387.0,2650.5,1830.0,1414.5
30,-73.909755,40.81120333,24-07-2021 15:54,1.012979184,589.776848846175,3710.2969672105105,10939.689707918682,751.5,832.0,927.5,924.5,1124.0,1851.5,2144.0,2008.0,2165.5,1664.5,1253.0
31,-73.90977,40.81116167,24-07-2021 15:54,1.015142899,578.6587552570888,3732.532663248604,10695.22724836002,751.5,832.0,927.5,924.5,1124.0,1851.5,2144.0,2008.0,2165.5,1664.5,1253.0
32,-73.90978667,40.81111833,24-07-2021 15:54,1.015263105,569.2709551678736,3774.646498971736,10382.744770344649,751.5,863.0,1034.5,1024.0,1124.0,1851.5,2144.0,1674.0,2165.5,1664.5,1253.0
33,-73.90980833,40.81106,24-07-2021 15:54,1.015263105,594.4906286334043,3787.6492088887503,10197.94021959056,751.5,863.0,1034.5,1024.0,1124.0,1851.5,2144.0,1674.0,2165.5,1664.5,1253.0
34,-73.909875,40.810865,24-07-2021 15:54,1.019590535,711.3569132010987,3485.492038856394,10112.71898711734,812.5,862.5,1001.5,939.5,1211.0,1617.5,1741.0,1726.0,1841.5,1942.0,1551.0
35,-73.9099,40.81081,24-07-2021 15:54,1.019590535,675.4028953122331,3303.658299455171,9869.89276084219,812.5,862.5,1001.5,939.5,1211.0,1617.5,1741.0,1726.0,1841.5,1942.0,1551.0
36,-73.90992833,40.81075333,24-07-2021 15:54,1.02175425,574.2865542373331,3140.0422640014535,9559.312476111729,812.5,1183.0,1213.0,1435.0,1854.5,2073.0,2109.5,1884.0,2193.0,2314.0,1596.5
37,-73.909965,40.810705,24-07-2021 15:54,1.02175425,461.26617680513624,2912.3192266156925,9202.370459391748,812.5,1183.0,1213.0,1435.0,1854.5,2073.0,2109.5,1884.0,2193.0,2314.0,1596.5
38,-73.90995167,40.81062833,24-07-2021 15:54,1.023917965,342.3174796578627,2732.0139429965384,9314.915219558168,812.5,1097.0,1277.0,1317.0,1444.0,1856.5,2097.5,1790.0,2058.5,2008.5,1559.0
39,-73.90991333,40.8106,24-07-2021 15:54,1.02175425,367.5489517524227,2755.501244533688,9627.133024949311,812.5,993.5,1118.0,1195.0,1444.0,1856.5,2097.5,1955.0,2058.5,2008.5,1559.0
40,-73.90974333,40.810515,24-07-2021 15:54,1.02175425,639.2022345708722,2970.866583960255,11254.125295087291,812.5,1032.0,1169.0,1194.0,1275.5,1707.0,1900.5,1908.0,1962.5,1955.5,1689.5
41,-73.90966667,40.810495,24-07-2021 15:54,1.019590535,651.5491694081551,2994.8714783425808,12018.248277523193,1051.0,793.0,964.0,894.0,1216.5,2145.5,2453.5,2120.0,2582.0,2138.0,1709.5
42,-73.90959167,40.81047333,24-07-2021 15:54,1.019590535,587.4092778880821,2924.474625576361,12606.740945395475,1051.0,793.0,964.0,894.0,1216.5,2145.5,2453.5,2120.0,2582.0,2138.0,1709.5
43,-73.90951833,40.810445,24-07-2021 15:54,1.019590535,492.6623623765128,2870.702239363704,13102.336717935796,1051.0,738.0,904.5,822.0,1216.5,2145.5,2453.5,2533.0,2582.0,2138.0,1709.5
44,-73.90944,40.81042333,24-07-2021 15:54,1.019590535,452.41206600396544,2858.1647627926227,13604.591412030491,1051.0,799.5,1009.5,916.5,1207.5,2132.0,2361.5,2320.0,2553.0,2191.5,1779.0
45,-73.909385,40.8104,24-07-2021 15:54,1.019590535,382.7037545564383,2780.620775806477,13841.11181622232,1051.0,590.5,751.5,652.0,1207.5,2132.0,2361.5,2818.0,2553.0,2191.5,1779.0
46,-73.909345,40.81038,24-07-2021 15:54,1.019590535,322.3738718799199,2675.5635761670706,13887.860024154896,1051.0,773.0,889.5,866.0,1207.5,2132.0,2361.5,2480.0,2553.0,2191.5,1779.0
47,-73.90925333,40.81033333,24-07-2021 15:54,1.01742682,211.4101311979864,2443.968982292812,13673.967391230985,1051.0,773.0,889.5,866.0,1207.5,2132.0,2361.5,2480.0,2553.0,2191.5,1779.0
48,-73.90922333,40.81030667,24-07-2021 15:54,1.019590535,181.22589660503195,2379.6459164227817,13438.66233201263,1051.0,908.0,1100.5,1094.0,1278.5,2367.5,2683.0,2406.0,2766.0,1990.5,1502.5
49,-73.90917333,40.81029333,24-07-2021 15:55,1.019590535,158.47751358358883,2444.6890234772636,13454.041054980402,1051.0,1262.0,1388.0,1503.0,1692.5,1892.0,2011.5,2207.0,2038.0,2057.5,1788.5
50,-73.90911833,40.81028,24-07-2021 15:55,1.019590535,158.13254148548427,2595.257137262512,13634.62684141152,1051.0,1262.0,1388.0,1503.0,1692.5,1892.0,2011.5,2207.0,2038.0,2057.5,1788.5
51,-73.909055,40.81026167,24-07-2021 15:55,1.019590535,177.24562390046435,2844.759669688587,13959.082372959763,1051.0,1265.0,1441.0,1494.0,1692.5,1892.0,2011.5,1802.0,2038.0,2057.5,1788.5
52,-73.90897833,40.81023833,24-07-2021 15:55,1.019590535,222.89553496333477,3175.3796345877886,14336.281792432226,1288.0,1262.0,1403.0,1525.0,1359.0,1451.5,1477.5,1757.0,1553.5,1931.0,1771.5
53,-73.908895,40.81021833,24-07-2021 15:55,1.019590535,366.8328865243707,3450.6654670939647,14580.632578235372,1288.0,1262.0,1403.0,1525.0,1359.0,1451.5,1477.5,1757.0,1553.5,1931.0,1771.5
54,-73.90871333,40.81017333,24-07-2021 15:55,1.02175425,627.1474262782499,3546.033194679115,14644.968524968592,1288.0,989.0,1102.0,1177.0,1257.5,1954.0,2147.5,2034.0,2179.5,2017.5,1761.0
55,-73.90862167,40.810155,24-07-2021 15:55,1.02175425,754.7189432019509,3555.9557524484258,14729.144264226954,1288.0,715.0,994.5,944.5,1257.5,1954.0,2147.5,2893.0,2179.5,2017.5,1761.0
56,-73.90853667,40.81013833,24-07-2021 15:55,1.02175425,779.5685937359491,3524.199583286778,14946.05596780908,1288.0,1746.0,2059.0,1906.0,2511.0,2736.5,2820.5,2610.0,2805.5,3049.5,2826.0
57,-73.90847,40.81012667,24-07-2021 15:55,1.023917965,749.3666037081784,3520.4025997585723,15098.862844400388,1288.0,1512.0,1788.0,1767.0,2432.5,2798.0,2886.5,2453.0,2880.5,2935.0,2770.5
58,-73.90843167,40.810125,24-07-2021 15:55,1.023917965,692.6548768351533,3562.4015794586153,15162.5152306304,1288.0,1512.0,1788.0,1767.0,2432.5,2798.0,2886.5,2453.0,2880.5,2935.0,2770.5
59,-73.90818333,40.81009667,24-07-2021 15:55,1.015263105,518.1901957095788,3824.8314169485734,15119.993053567758,1355.5,880.0,966.5,1065.0,1507.5,1578.5,1593.0,1243.0,1575.5,2109.0,1943.0
60,-73.9081,40.81007833,24-07-2021 15:55,1.015263105,630.3482670476158,3852.199224082109,15033.641517723332,1355.5,880.0,966.5,1065.0,1507.5,1578.5,1593.0,1243.0,1575.5,2109.0,1943.0
61,-73.90800833,40.81006,24-07-2021 15:55,1.01309939,858.9851095483696,3955.859590984732,14963.996672691635,1355.5,1481.0,1648.0,1672.0,1911.5,2076.5,2170.5,2011.0,2243.5,2696.5,2547.0
62,-73.90791833,40.81004,24-07-2021 15:55,1.01309939,999.8084380871668,4037.9618215142314,14829.659071196194,1355.5,1304.0,1495.0,1680.0,1911.5,2076.5,2170.5,2019.0,2243.5,2696.5,2547.0
63,-73.90782333,40.810025,24-07-2021 15:55,1.01309939,1003.6207384698654,3977.5371061539063,14793.117717457952,1355.5,1348.0,1491.0,1734.0,2139.5,2273.5,2346.0,1975.0,2344.5,3079.5,2961.5
64,-73.907525,40.80997833,24-07-2021 15:55,1.010935675,587.8630063368546,3482.7065127216447,15077.144275232768,1322.0,1394.0,1637.0,1977.0,2014.0,2075.5,2189.0,2219.0,2337.5,2793.0,2642.0
65,-73.90740667,40.809905,24-07-2021 15:55,1.03269303,300.9853339062139,2782.8963873071502,14571.097083275745,1250.0,1317.0,1452.0,1643.0,1788.5,1859.5,1910.0,1864.0,1963.0,2358.0,2177.5
66,-73.90739667,40.80987,24-07-2021 15:55,1.030529316,283.88338451654715,2786.0414255437477,14393.683492458727,1250.0,1282.0,1443.0,1578.0,1788.5,1859.5,1910.0,1737.0,1963.0,2358.0,2177.5
67,-73.90739833,40.80982833,24-07-2021 15:55,1.030529316,329.6732497537884,2850.7750548850217,14113.82381278737,1250.0,1282.0,1443.0,1578.0,1788.5,1859.5,1910.0,1737.0,1963.0,2358.0,2177.5
68,-73.90741167,40.80977667,24-07-2021 15:55,1.026201886,428.3709684397671,2967.088529548537,13728.905585729017,1250.0,1237.0,1407.0,1491.0,1534.5,1510.5,1553.0,1569.0,1432.5,2016.0,1849.0
69,-73.907465,40.80964333,24-07-2021 15:55,1.026201886,677.0402247122736,3356.505597487231,13305.578281313024,1250.0,1222.0,1339.0,1508.0,1534.5,1510.5,1553.0,1423.0,1432.5,2016.0,1849.0
70,-73.90749167,40.80957167,24-07-2021 15:55,1.026201886,705.0033235420055,3648.0639051845674,13390.331130303692,1250.0,1126.0,1212.0,1352.0,1549.0,1479.0,1591.0,1389.0,1496.0,1905.0,1865.5
71,-73.90751833,40.80950167,24-07-2021 15:55,1.028365601,725.3348411232315,3800.379231388592,13511.05413509572,1250.0,1356.0,1458.0,1696.0,1549.0,1479.0,1591.0,1646.0,1496.0,1905.0,1865.5
72,-73.90753833,40.80944167,24-07-2021 15:55,1.028365601,731.3456952419865,3778.803047068503,13667.944156984446,1250.0,1356.0,1458.0,1696.0,1549.0,1479.0,1591.0,1646.0,1496.0,1905.0,1865.5
73,-73.90755,40.80939833,24-07-2021 15:55,1.028365601,724.5326957616395,3662.508759563856,13821.2462231867,1141.0,1765.0,1952.0,2086.0,1705.5,1616.0,1633.5,2043.0,1638.0,1973.0,1991.5
74,-73.90761333,40.80920333,24-07-2021 15:55,1.04134789,422.1797376935497,3045.077942464148,15221.380598791317,1281.0,1424.0,1640.0,1874.0,1795.0,1883.5,1959.5,1919.0,2048.5,2471.0,2565.0
75,-73.90763833,40.80913833,24-07-2021 15:55,1.04134789,280.27641835719135,2906.0276413841275,15774.256053119096,1281.0,1303.0,1530.0,1654.0,1795.0,1883.5,1959.5,1816.0,2048.5,2471.0,2565.0
76,-73.90766,40.80906667,24-07-2021 15:55,1.03702046,156.76954165661863,2867.2601700893692,15959.925989659943,1281.0,1342.0,1574.0,1710.0,1514.0,1906.0,2108.0,1953.0,2102.0,2070.5,1788.0
77,-73.90768,40.80899,24-07-2021 15:55,1.03702046,162.07107007332513,2923.620494213952,15978.713440761489,1281.0,956.5,1142.0,1120.0,1514.0,1906.0,2108.0,2268.0,2102.0,2070.5,1788.0
78,-73.90770167,40.80891167,24-07-2021 15:55,1.039184175,312.17601383125464,3037.3914020699126,15850.349601151353,1281.0,980.5,1154.0,1084.0,1514.0,1906.0,2108.0,2446.0,2102.0,2070.5,1788.0
79,-73.90772667,40.808825,24-07-2021 15:55,1.039184175,484.4176943283045,3276.6238758250497,15720.49618807389,1126.5,1084.0,1191.0,1212.0,1462.5,1537.5,1681.5,1839.0,1734.5,1906.0,1746.5
80,-73.90775667,40.808735,24-07-2021 15:55,1.026201886,628.7855660516136,3760.985791071096,15581.24510693546,1126.5,1126.0,1298.0,1433.0,1462.5,1537.5,1681.5,1525.0,1734.5,1906.0,1746.5
81,-73.907785,40.80864333,24-07-2021 15:55,1.026201886,659.8691870419325,4093.491976805394,15472.408645725158,1126.5,1228.0,1373.0,1520.0,1505.5,1422.0,1485.0,1386.0,1483.0,1752.5,1679.0
82,-73.90781833,40.80855,24-07-2021 15:55,1.024038171,674.0996480310654,4024.549062323703,15304.705333819244,1126.5,1182.0,1383.0,1483.0,1505.5,1422.0,1485.0,1324.0,1483.0,1752.5,1679.0
83,-73.90785667,40.80845667,24-07-2021 15:55,1.024038171,633.6482764962368,3810.040648541288,15204.249055051469,1126.5,973.5,955.5,1033.0,1037.0,1086.0,1125.0,1131.0,1165.0,1583.0,1442.5
84,-73.90789333,40.80836,24-07-2021 15:55,1.024038171,461.9693300242986,3456.1960578251465,14736.583073310348,1126.5,1066.0,1194.0,1354.0,1037.0,1086.0,1125.0,1399.0,1165.0,1583.0,1442.5
85,-73.90792833,40.80826167,24-07-2021 15:55,1.024038171,360.9459525127337,3176.756182032029,14541.581560134216,1727.5,1315.0,1433.0,1611.0,1572.0,1544.5,1519.0,1621.0,1544.0,1854.5,1724.0
86,-73.90800833,40.80806667,24-07-2021 15:55,1.019710741,539.110050236528,2802.583748334271,13677.303354396248,1727.5,2636.0,2907.0,3239.0,2494.0,2344.0,2364.5,3301.0,2473.0,2374.0,2013.0
87,-73.90802667,40.80797667,24-07-2021 15:55,1.015383311,621.5259710261184,2702.951252356281,12915.89201605488,1727.5,2509.0,2903.0,3271.0,2803.0,2794.0,2698.0,3270.0,2713.0,2823.5,2325.0
88,-73.90804667,40.807885,24-07-2021 15:55,1.015383311,591.8039824299608,2601.540993945264,11999.92885993832,1727.5,2231.0,2607.0,2904.0,2803.0,2794.0,2698.0,2931.0,2713.0,2823.5,2325.0
89,-73.90808667,40.80778833,24-07-2021 15:55,1.006728452,626.1569590556338,2557.216910750232,10867.598462953902,1658.0,1963.0,2163.0,2436.0,2077.0,2324.0,2052.5,2432.0,2158.5,2546.0,2169.0
90,-73.90813,40.80769167,24-07-2021 15:55,1.006728452,622.9975809062685,2409.10920436681,9754.911380084086,1658.0,2973.0,3327.0,3770.0,4834.5,4639.0,4911.0,3841.0,4847.0,4210.0,2931.5
91,-73.90817333,40.80759667,24-07-2021 15:55,1.004564737,471.819558858527,1962.0631271858945,8547.68940900241,1658.0,2199.0,2595.0,2953.0,2952.0,3397.5,3488.5,3175.0,3466.5,3119.5,2447.0
92,-73.90821333,40.8075,24-07-2021 15:55,1.004564737,429.2126696456843,1540.8286362976305,7506.589782311934,1658.0,1610.0,1992.0,2070.0,2952.0,3397.5,3488.5,3594.0,3466.5,3119.5,2447.0
93,-73.908245,40.80741333,24-07-2021 15:55,1.004564737,374.76936449467854,1248.003085924018,6929.595223756666,1658.0,1556.0,1717.0,1790.0,2017.0,2423.0,2343.0,2903.0,2370.0,2502.5,2229.5
94,-73.90827,40.80732833,24-07-2021 15:55,1.004564737,290.15981059735304,994.9757530319048,6264.370147601883,1658.0,1867.0,2061.0,2173.0,2017.0,2423.0,2343.0,2923.0,2370.0,2502.5,2229.5
95,-73.90829833,40.80723833,24-07-2021 15:55,1.000237307,230.69088511692277,781.9714384281294,5185.462982730926,849.0,1936.0,2080.0,2178.0,1580.5,2428.5,2816.5,2904.0,2852.5,2162.0,1801.0
96,-73.90836333,40.80704833,24-07-2021 15:56,1.000237307,0.3728047707605697,574.9437959132082,3494.1572902596467,849.0,568.5,705.5,565.5,906.0,2266.0,2939.0,2897.0,2893.0,1643.0,1027.5
97,-73.90839667,40.806955,24-07-2021 15:56,1.000357514,0.0,436.31506284852907,3152.0198482557694,849.0,531.0,743.5,501.5,906.0,2266.0,2939.0,3360.0,2893.0,1643.0,1027.5
98,-73.90842833,40.80687167,24-07-2021 15:56,1.000357514,0.0,236.10024798167672,3386.4760541285527,849.0,615.0,783.0,586.5,1020.0,2459.0,2984.5,3092.0,2950.0,1657.5,1069.0
99,-73.908455,40.80679667,24-07-2021 15:56,1.004684943,0.0,103.46856762571616,3719.498110845998,849.0,680.5,819.0,739.5,1020.0,2459.0,2984.5,2685.0,2950.0,1657.5,1069.0
100,-73.90848,40.80674,24-07-2021 15:56,1.004684943,0.0,0.0,3977.4297677819063,986.5,496.0,664.5,466.0,1211.0,2318.5,2750.0,3719.0,2748.5,1738.0,1160.0
101,-73.90849667,40.80669667,24-07-2021 15:56,1.004684943,0.0,0.0,4183.304437096722,986.5,496.0,664.5,466.0,1211.0,2318.5,2750.0,3719.0,2748.5,1738.0,1160.0
102,-73.90853,40.80663333,24-07-2021 15:56,1.006848658,0.0,0.0,4550.059143821025,986.5,746.5,883.0,754.5,1211.0,2318.5,2750.0,3240.0,2748.5,1738.0,1160.0
103,-73.90859333,40.80654167,24-07-2021 15:56,1.004684943,0.0,0.0,5098.052943601953,986.5,586.0,749.0,558.5,1001.0,2227.5,2733.5,3354.0,2949.0,1579.5,1045.5
104,-73.90863333,40.80648333,24-07-2021 15:56,1.004684943,0.0,0.0,5300.009316854319,986.5,586.0,749.0,558.5,1001.0,2227.5,2733.5,3354.0,2949.0,1579.5,1045.5
105,-73.908675,40.80643,24-07-2021 15:56,1.004684943,0.0,64.01648452037621,5536.248750977795,986.5,636.5,795.0,633.5,1001.0,2227.5,2733.5,3027.0,2949.0,1579.5,1045.5
106,-73.90871333,40.80638833,24-07-2021 15:56,1.004684943,0.0,125.07708191982466,5806.026981024388,986.5,636.5,795.0,633.5,1001.0,2227.5,2733.5,3027.0,2949.0,1579.5,1045.5
107,-73.90875333,40.80634667,24-07-2021 15:56,1.004684943,0.0,177.484908105462,5973.430824139983,986.5,891.0,991.5,933.5,1397.5,1729.5,1770.0,1765.0,1955.0,1715.5,1337.5
108,-73.9088,40.80631167,24-07-2021 15:56,1.004684943,0.0,199.2904925394096,6044.141348747262,986.5,891.0,991.5,933.5,1397.5,1729.5,1770.0,1765.0,1955.0,1715.5,1337.5
109,-73.90885167,40.80628333,24-07-2021 15:56,1.004684943,0.0,188.3721809572029,6077.164728215872,986.5,960.0,1042.0,1070.0,1131.0,2004.0,2492.5,1617.0,2460.0,1581.0,1176.5
110,-73.90889833,40.80626,24-07-2021 15:56,1.004684943,0.0,179.3717345261548,6095.185221888054,986.5,960.0,1042.0,1070.0,1131.0,2004.0,2492.5,1617.0,2460.0,1581.0,1176.5
111,-73.90893667,40.80624833,24-07-2021 15:56,1.004684943,0.0,159.69241184932116,6041.140105892746,986.5,995.0,1132.0,1122.0,1131.0,2004.0,2492.5,2047.0,2460.0,1581.0,1176.5
112,-73.90896333,40.80624333,24-07-2021 15:56,1.004684943,0.0,138.82665751120572,5978.052083283068,986.5,995.0,1132.0,1122.0,1131.0,2004.0,2492.5,2047.0,2460.0,1581.0,1176.5
113,-73.909165,40.80621667,24-07-2021 15:56,1.015503518,0.0,51.97825889580598,5569.641442164744,1087.0,1041.5,1144.0,1208.0,1195.0,1971.0,2276.5,1995.0,2218.5,1634.0,1136.0
114,-73.909225,40.806185,24-07-2021 15:56,1.015503518,0.0,150.88195364679785,5618.219161383058,1500.5,1227.0,1295.0,1323.0,1458.0,1493.5,1572.5,1595.0,1586.0,1586.5,1325.0
115,-73.90930167,40.80615,24-07-2021 15:56,1.015503518,0.0,340.7661750115058,5673.3894361543435,1500.5,1165.0,1287.0,1304.0,1266.0,1382.5,1574.5,1866.0,1721.5,1711.5,1402.0
116,-73.90947667,40.80609667,24-07-2021 15:56,1.015503518,0.0,841.8489070034017,5754.353077713254,1500.5,876.0,1039.0,999.0,1266.0,1382.5,1574.5,1688.0,1721.5,1711.5,1402.0
117,-73.90954667,40.80606833,24-07-2021 15:56,1.013339803,67.1351874415399,1100.3310734272952,5825.045935873427,1500.5,876.0,1039.0,999.0,1266.0,1382.5,1574.5,1688.0,1721.5,1711.5,1402.0
118,-73.909595,40.80603667,24-07-2021 15:56,1.013339803,133.01443833195617,1275.9195958775265,5973.45901327932,1500.5,1266.0,1369.0,1383.0,2685.0,2724.5,2911.0,1942.0,3040.5,3245.0,3038.5
119,-73.90964667,40.80601333,24-07-2021 15:56,1.011176088,212.9422216276152,1478.314865707983,6157.854756926907,1500.5,1844.0,2230.0,2462.0,1936.0,1934.0,2024.0,2472.0,2004.0,2599.0,2388.0
120,-73.9097,40.80599,24-07-2021 15:56,1.011176088,292.82294355532133,1688.8579943581915,6360.52180263654,1500.5,1844.0,2230.0,2462.0,1936.0,1934.0,2024.0,2472.0,2004.0,2599.0,2388.0
121,-73.90976,40.80597167,24-07-2021 15:56,1.004684943,396.6882592279624,1952.4522143566028,6609.87466186347,2417.5,4398.0,4618.0,4978.0,4551.5,4417.0,4300.5,4940.0,4375.0,5423.0,5487.5
122,-73.90987167,40.80591167,24-07-2021 15:56,1.004684943,484.5912890072496,2377.2303081170617,7386.571794897551,2417.5,2366.0,2613.0,2749.0,4551.5,4417.0,4300.5,2845.0,4375.0,5423.0,5487.5
123,-73.90990833,40.80590333,24-07-2021 15:56,1.004684943,541.6285384503931,2551.7259538528733,7593.681701871297,2417.5,2366.0,2613.0,2749.0,4551.5,4417.0,4300.5,2845.0,4375.0,5423.0,5487.5
124,-73.90994667,40.805895,24-07-2021 15:56,1.002521229,599.4612928815898,2730.478054891282,7799.368188988189,2417.5,3553.0,3932.0,4257.0,4551.5,4417.0,4300.5,4414.0,4375.0,5423.0,5487.5
125,-73.90998333,40.80588667,24-07-2021 15:57,1.002521229,645.2373879104751,2888.9313188874285,7958.352929892958,2417.5,3553.0,3932.0,4257.0,4551.5,4417.0,4300.5,4414.0,4375.0,5423.0,5487.5
126,-73.910005,40.80574833,24-07-2021 15:57,1.011296294,138.40311713302304,1938.0232181907336,8929.771273675711,2417.5,1084.0,1235.0,1316.0,1842.0,1814.0,1831.5,1350.0,2018.0,2854.0,2582.0
