index_right,Longitude,Latitude
6776,-73.90425667,40.80820333
6777,-73.90421833,40.808225
6778,-73.90416167,40.80823833
6779,-73.90410167,40.80825833
6780,-73.904035,40.80828333
6781,-73.90396833,40.80831667
6782,-73.90386167,40.80836667
6783,-73.90381667,40.80839
6784,-73.90377833,40.808405
6785,-73.90375167,40.80843
6786,-73.90373,40.808445
6787,-73.90358333,40.80854833
6788,-73.90345,40.80862333
6789,-73.903395,40.80864333
6790,-73.903345,40.80863667
7438,-73.89276333,40.81742
7439,-73.89271333,40.81738167
7440,-73.89265667,40.81734333
7441,-73.89260167,40.81730667
7442,-73.89250833,40.81725333
7443,-73.89247667,40.817235
7444,-73.89244833,40.81722167
7445,-73.89235167,40.81715333
7446,-73.8923,40.817115
7447,-73.89224333,40.81707167
7448,-73.89218667,40.817015
7449,-73.89214,40.81695
7450,-73.89210167,40.816885
7451,-73.89207167,40.81683167
7452,-73.89205,40.81678833
7453,-73.89195167,40.81660667
7454,-73.89193,40.81654667
7455,-73.89190833,40.81647833
7456,-73.89188667,40.81640167
7457,-73.89181833,40.816145
7458,-73.89179,40.81605167
7459,-73.89176167,40.81595667
7460,-73.891735,40.81586333
7461,-73.89170833,40.81577167
7462,-73.89168167,40.81567833
7463,-73.89165667,40.81558333
7464,-73.89163167,40.815485
7465,-73.89160667,40.81538667
7466,-73.89158333,40.815285
7467,-73.89156,40.81518333
7468,-73.89154,40.81508667
7469,-73.89152167,40.815
7470,-73.891505,40.81492667
7471,-73.89149,40.81486167
7472,-73.891475,40.81480167
7473,-73.89145833,40.81474333
7474,-73.89144333,40.81468333
7475,-73.89141333,40.81457
7476,-73.8914,40.81452
7568,-73.88617667,40.81213167
7569,-73.88606167,40.812145
7570,-73.88594667,40.81215833
7571,-73.88583167,40.812175
7572,-73.88571667,40.81219
7573,-73.885605,40.81220667
7574,-73.88549833,40.81222
7575,-73.88540333,40.81223167
7576,-73.88532167,40.81224
7577,-73.885245,40.81225
7578,-73.88517667,40.81226333
7579,-73.88512,40.81227333
7580,-73.885075,40.812285
7581,-73.88504,40.8123
7582,-73.88501333,40.81232667
7583,-73.885005,40.81243167
7584,-73.88504833,40.81256333
7585,-73.88507333,40.81264
7586,-73.885095,40.81272333
7587,-73.885115,40.812815
7588,-73.88513833,40.81290667
7589,-73.88522833,40.813235
7590,-73.88525333,40.81335667
7591,-73.88526333,40.81340667
7592,-73.88529,40.81349833
7593,-73.8853,40.813545
7594,-73.88531333,40.81363167
7595,-73.88530833,40.81366667
7705,-73.88548167,40.82121833
7706,-73.885415,40.8212
7707,-73.885365,40.82116167
7708,-73.88532,40.82105
7709,-73.88530333,40.820975
7710,-73.88528667,40.82088667
7711,-73.88527333,40.820795
7762,-73.88413667,40.81631167
7763,-73.88411333,40.81621333
7764,-73.88408667,40.81611333
7765,-73.88405833,40.81601167
7766,-73.88402833,40.81591333
7767,-73.88400167,40.81581333
7768,-73.88397333,40.81571667
7787,-73.88356667,40.81412
7788,-73.88348833,40.81381167
7789,-73.88346167,40.813725
7790,-73.88343333,40.81364
7791,-73.88340833,40.81355667
7792,-73.88338667,40.81346833
7793,-73.88336667,40.81338
7794,-73.88332833,40.81320333
7795,-73.88330833,40.81312167
7796,-73.88328833,40.813045
7797,-73.88327,40.81297333
7798,-73.88325167,40.81290833
7799,-73.88323667,40.81285333
7800,-73.88322,40.812805
7801,-73.88320667,40.81276333
7802,-73.88319667,40.81273
7803,-73.88318833,40.81270167
7804,-73.88308833,40.8126
7805,-73.88302167,40.81258333
7806,-73.882655,40.812615
7807,-73.88255667,40.81263
7808,-73.88245,40.812645
7809,-73.88233833,40.81266167
7810,-73.88222,40.81268
7811,-73.88198167,40.81272
7812,-73.88187167,40.81273833
7813,-73.88176833,40.81275333
7814,-73.88167167,40.81276833
7815,-73.88158667,40.81278
7816,-73.881515,40.81278667
7817,-73.88146333,40.81279333
7818,-73.88142333,40.812795
7819,-73.88133333,40.8128
7820,-73.88128833,40.81274833
7821,-73.88126,40.812685
7822,-73.881235,40.81260833
7823,-73.88121167,40.81252167
7824,-73.88118833,40.81243167
7825,-73.88116333,40.81233667
7826,-73.881135,40.81224167
7827,-73.88110667,40.81214167
7828,-73.88107333,40.81204
7829,-73.88104333,40.811935
7830,-73.88101167,40.81183167
7831,-73.88097333,40.81173167
7832,-73.88094,40.81163167
7833,-73.88088833,40.81141833
7834,-73.88083333,40.81120167
7835,-73.880805,40.81109333
7836,-73.880775,40.81098
7837,-73.88074667,40.81086167
7838,-73.88071667,40.81074167
7839,-73.88068667,40.81062
7840,-73.88065667,40.8105
7841,-73.88062833,40.81038
7842,-73.8806,40.81026667
7843,-73.88057333,40.81015833
7844,-73.88034,40.80915167
7845,-73.88031833,40.80908333
7846,-73.880295,40.80901
7847,-73.88027167,40.80893333
7848,-73.88025,40.808855
7849,-73.88023,40.80877667
7850,-73.88021167,40.808695
7851,-73.88019,40.80861667
7852,-73.88017,40.80854
7853,-73.88015,40.80846167
7854,-73.88013167,40.80838
7855,-73.88011333,40.80829667
7856,-73.880095,40.808215
7857,-73.880075,40.80813333
7858,-73.88005333,40.80805167
7859,-73.88001333,40.80789833
7860,-73.87999167,40.807825
7861,-73.87997333,40.80775333
7862,-73.87994333,40.807625
7863,-73.87993,40.80756
7864,-73.87989333,40.80741
7865,-73.87983667,40.80723333
7866,-73.87980667,40.80714
7867,-73.87977667,40.807055
7868,-73.87975333,40.80697833
7869,-73.87973833,40.80690833
7870,-73.87972833,40.80685167
7871,-73.87972,40.80680667
7872,-73.87970833,40.80676167
7873,-73.87969667,40.80671333
7874,-73.87968167,40.80665833
7875,-73.87965333,40.806545
7876,-73.87964167,40.80648667
7877,-73.879625,40.80639333
7878,-73.87961333,40.80636333
7879,-73.87959833,40.80632833
7880,-73.87957833,40.80628
7881,-73.87955833,40.80622
7882,-73.87951667,40.80608167
7883,-73.87948,40.80595667
7884,-73.87946667,40.80590333
7885,-73.87946167,40.80586
7886,-73.87945833,40.80582667
7887,-73.87945833,40.8058
7888,-73.87946,40.80578333
7889,-73.87948,40.80569667
7890,-73.87951333,40.80567667
7891,-73.87956667,40.80566667
7892,-73.87964,40.80565667
7893,-73.87971667,40.80565167
7894,-73.87991167,40.805625
7895,-73.88002333,40.80560333
7896,-73.88015333,40.80558
7897,-73.88029167,40.80555333
7898,-73.880435,40.80552667
7899,-73.88058,40.80550167
7900,-73.88072667,40.80548
7901,-73.88102167,40.80543833
7902,-73.88131667,40.80539
7903,-73.88144833,40.80536667
7904,-73.88156667,40.80534333
7905,-73.88168167,40.805325
7906,-73.881795,40.80530333
7907,-73.88203833,40.80526667
7908,-73.88216833,40.80525
7909,-73.88230667,40.80523333
7910,-73.88245167,40.80521333
7911,-73.88260667,40.80519167
7912,-73.88291,40.80515
7913,-73.88306167,40.80513
7914,-73.88321167,40.80511
7915,-73.88336,40.80508833
7916,-73.883505,40.805065
7967,-73.88710333,40.80646833
7968,-73.88722833,40.80645333
7969,-73.88735,40.80644167
7995,-73.889545,40.807925
7996,-73.88955667,40.80801
7997,-73.889575,40.808095
7998,-73.88960167,40.80817667
7999,-73.88963167,40.808265
8000,-73.88966167,40.80835833
8001,-73.88969167,40.80845167
8002,-73.88975333,40.80864833
8003,-73.88978333,40.808745
8004,-73.88980167,40.80884
8005,-73.88982667,40.808935
8006,-73.88984167,40.80902667
8007,-73.88986167,40.80911667
8008,-73.889885,40.80920667
8009,-73.88991,40.80929167
8010,-73.889935,40.80937333
8011,-73.88995333,40.80944833
8012,-73.88997333,40.80951667
8013,-73.89005333,40.80961833
8014,-73.89012333,40.80964667
8015,-73.890195,40.80967167
8016,-73.89039167,40.80965667
8017,-73.89050167,40.80964
8018,-73.89062667,40.80962
8019,-73.89076167,40.809595
8020,-73.89091833,40.80957333
8021,-73.8916,40.80948167
8022,-73.89177,40.809455
8023,-73.89193667,40.80942833
8024,-73.89210333,40.80940167
8025,-73.89227333,40.80936833
8026,-73.89244,40.80933833
8027,-73.892755,40.809285
8028,-73.89291,40.80925833
8029,-73.89306,40.80923667
8030,-73.89320333,40.809215
8031,-73.893345,40.80919667
8032,-73.89347333,40.80918
8043,-73.89552833,40.81172833
8044,-73.895435,40.811815
8045,-73.89539,40.81185667
8046,-73.89533667,40.81191167
8047,-73.89528167,40.81197667
8048,-73.895225,40.81204833
8049,-73.89516333,40.81212167
8064,-73.89542667,40.81279167
8070,-73.895865,40.81292833
8071,-73.89591833,40.81288167
8072,-73.89597667,40.812815
8073,-73.89603667,40.81274333
8074,-73.89609333,40.81267333
8075,-73.896145,40.81261167
8076,-73.89618833,40.812565
8077,-73.89621667,40.81253333
8078,-73.896235,40.81251667
8079,-73.896295,40.81245333
8080,-73.89628833,40.81240167
8081,-73.89625167,40.81234667
8082,-73.89611667,40.81224667
8083,-73.89603,40.812195
8084,-73.89593333,40.81213833
8085,-73.89583833,40.812085
8086,-73.89576,40.81203333
8087,-73.89570833,40.81198333
8088,-73.89567333,40.81192333
8089,-73.89565,40.811785
8090,-73.89564,40.81170833
8091,-73.89562167,40.81162667
8129,-73.89639833,40.80884
8130,-73.89648333,40.80882667
8131,-73.896565,40.808805
8132,-73.89664333,40.80877167
8133,-73.89669333,40.80872333
8134,-73.89673333,40.80867833
8135,-73.89674667,40.808625
8136,-73.89673333,40.80849667
8137,-73.89668667,40.808335
8138,-73.89666167,40.80825
8139,-73.89664,40.80817167
8140,-73.89662167,40.80810667
8141,-73.89661,40.80805833
8142,-73.89665833,40.80798667
8143,-73.89671,40.80798
8144,-73.89678,40.80797667
8145,-73.89696,40.80795167
8146,-73.897055,40.80794
8147,-73.89715,40.80792833
8148,-73.89724167,40.80791667
8149,-73.89732167,40.807905
8150,-73.89742833,40.807895
8151,-73.89746,40.80789167
8152,-73.89749333,40.80789333
8153,-73.897525,40.80790333
8154,-73.89755333,40.80792
8155,-73.89757167,40.80794667
8156,-73.89758333,40.80798833
8157,-73.89759667,40.80804333
8158,-73.89762333,40.80812167
8159,-73.89766333,40.80826667
8160,-73.89769,40.80838167
8161,-73.89769667,40.80843
8162,-73.89770333,40.80847
8163,-73.89770667,40.80848333
8164,-73.897745,40.80854833
8165,-73.897755,40.80858833
8166,-73.89777,40.80865
8167,-73.89780333,40.80880333
8168,-73.89782833,40.80889333
8169,-73.89785333,40.80899167
8170,-73.89787667,40.80909167
8171,-73.89790167,40.80919667
8172,-73.89793,40.80930167
8173,-73.89795333,40.80940667
8174,-73.89798167,40.80951667
8175,-73.898005,40.80962
8176,-73.89803167,40.809725
8177,-73.89805333,40.80983
8178,-73.89808,40.80993167
8179,-73.898105,40.810025
8180,-73.89815,40.81018833
8181,-73.89817667,40.81025167
8182,-73.89821,40.81029667
8183,-73.89830333,40.81037
8184,-73.89835,40.81040833
8185,-73.898395,40.81044833
8186,-73.89845333,40.81048667
8187,-73.89852333,40.81051167
8188,-73.89859,40.81052833
8189,-73.89866833,40.81052167
8190,-73.89888667,40.81048833
8191,-73.89892833,40.81047833
8192,-73.898975,40.81045833
8193,-73.89902167,40.810425
8194,-73.89906333,40.81037667
8195,-73.89910833,40.81031333
8196,-73.89914833,40.81024333
8197,-73.89919,40.81016333
8198,-73.89923667,40.81007833
8199,-73.89928167,40.80998833
8200,-73.89932167,40.80989
8201,-73.89934667,40.80979
8202,-73.899355,40.80968333
8203,-73.89934667,40.809575
8204,-73.89933167,40.809465
8205,-73.89930833,40.80935333
8206,-73.89928,40.80923667
8207,-73.89925167,40.80911833
8208,-73.89922,40.80899667
8209,-73.89919,40.80887333
8210,-73.89913333,40.80863
8211,-73.899105,40.80851167
8212,-73.89907667,40.808395
8213,-73.89905,40.80828167
8214,-73.89902167,40.80817
8215,-73.89899333,40.80806167
8216,-73.89897,40.80795333
8217,-73.89893,40.80773333
8218,-73.89891,40.807625
8219,-73.89888667,40.80751667
8220,-73.89886167,40.80741333
8221,-73.898835,40.80731333
8222,-73.898795,40.80712
8223,-73.89877833,40.807015
8224,-73.89875833,40.806905
8225,-73.89873667,40.80679333
8226,-73.89869,40.80657833
8227,-73.89866667,40.80647333
8228,-73.89864333,40.80637167
8229,-73.898625,40.80628167
8230,-73.89861667,40.80620833
8231,-73.89862,40.80615167
8232,-73.89863833,40.80611
8233,-73.89867167,40.80607833
8234,-73.89873,40.80606
8235,-73.89881,40.80604667
8236,-73.89890667,40.806035
8237,-73.89908,40.80600667
8238,-73.89914167,40.80598833
8239,-73.89918,40.80597167
8240,-73.89920167,40.80595833
8241,-73.89929667,40.80589333
8242,-73.89932167,40.80585333
8243,-73.89933333,40.8058
8244,-73.89933333,40.80573833
8245,-73.899325,40.80567
8246,-73.89932167,40.80560167
8247,-73.89933,40.80554
8248,-73.89935,40.80549167
8249,-73.8994,40.80545167
8250,-73.89956167,40.80539667
8251,-73.89964167,40.80537667
8252,-73.89970833,40.80536167
8253,-73.89975667,40.80535
8254,-73.8999,40.80532167
8255,-73.89995667,40.80531
8256,-73.90011167,40.80527333
8257,-73.90020167,40.80525
8258,-73.90031167,40.80521833
8259,-73.90043,40.80519
8260,-73.90056,40.80516167
8261,-73.90069833,40.80513833
8262,-73.90083833,40.80511833
8263,-73.90113,40.80508333
8264,-73.90127333,40.80506667
8265,-73.90141833,40.80504833
8266,-73.901555,40.80503333
8267,-73.90168,40.80502
8268,-73.90178833,40.80501
8269,-73.90188333,40.805005
8270,-73.90196667,40.80501
8271,-73.90204,40.80502667
8272,-73.9021,40.80504167
8273,-73.90215,40.80505167
8274,-73.90221667,40.805125
8305,-73.90276833,40.80826
8306,-73.90278333,40.80834167
8307,-73.902795,40.80841833
8308,-73.90283,40.808655
8309,-73.90285,40.80873333
8310,-73.90286833,40.80881167
8311,-73.902885,40.80888833
8312,-73.90290333,40.80897
8313,-73.90291667,40.809035
8328,-73.90393167,40.80914833
8329,-73.904045,40.809065
8330,-73.90416167,40.80898333
8331,-73.90441167,40.80881667
8332,-73.90454167,40.80872667
8333,-73.90467333,40.80864
8334,-73.90480167,40.80855167
8335,-73.90493167,40.80846
8336,-73.90519833,40.80826167
8337,-73.905735,40.80787
8338,-73.90585833,40.80777833
8339,-73.90598167,40.80769
8340,-73.90610333,40.80760333
8341,-73.90622333,40.80752
8342,-73.906345,40.80743833
8343,-73.90645833,40.80736333
8344,-73.90656667,40.80729667
8345,-73.90678333,40.80718833
8346,-73.906895,40.80714
8347,-73.90700833,40.80709
8348,-73.90713333,40.807035
8349,-73.90726167,40.80698167
8350,-73.9074,40.80692833
8351,-73.90753667,40.80687333
8352,-73.90767667,40.80682
8353,-73.90782,40.80676333
8354,-73.90796833,40.80670833
9474,-73.93579,40.79957167
9475,-73.93575667,40.79954667
10215,-73.95944333,40.81955167
10216,-73.95948,40.81949667
10217,-73.95951667,40.81944167
10218,-73.95955167,40.81939
10219,-73.959585,40.819335
10220,-73.95960667,40.819295
10221,-73.95962833,40.819255
10222,-73.95966,40.81921333
10223,-73.959755,40.819105
10224,-73.95978,40.81906667
10225,-73.95979333,40.819035
10226,-73.95983167,40.818955
10227,-73.95995167,40.81881
10228,-73.95999333,40.818745
10229,-73.960005,40.81871167
10230,-73.960015,40.81868167
10231,-73.959955,40.81841333
10232,-73.95990667,40.81833167
10233,-73.95985333,40.81824833
10370,-73.95706,40.81705167
