,Longitude,Latitude,datetime,UHI Index,Area,airtemp,relative humidity,avg wind speed,wind direction,solar flux
91,-73.91664333,40.80401667,24-07-2021 15:04,0.996631116,Bronx,28.1,40.2,1.7,92,558
92,-73.91703167,40.80417333,24-07-2021 15:04,0.992303686,Bronx,28.1,40.2,1.7,92,558
93,-73.917165,40.80422333,24-07-2021 15:04,0.992303686,Bronx,28.1,40.2,1.7,92,558
94,-73.917295,40.80427333,24-07-2021 15:04,0.994467401,Bronx,28.1,40.2,1.7,92,558
95,-73.917545,40.80437167,24-07-2021 15:04,0.998794831,Bronx,28.1,40.2,1.7,92,558
96,-73.91641167,40.80392,24-07-2021 15:04,0.998794831,Bronx,28.1,40.2,1.7,92,558
97,-73.917665,40.80442,24-07-2021 15:04,0.998794831,Bronx,28.1,40.2,1.7,92,558
98,-73.91777333,40.804465,24-07-2021 15:04,1.00312226,Bronx,28.1,40.2,1.7,92,558
99,-73.91787167,40.80450667,24-07-2021 15:04,1.003242467,Bronx,28.1,40.2,1.7,92,558
100,-73.91795833,40.80454167,24-07-2021 15:04,1.005406182,Bronx,28.1,40.2,1.7,92,558
101,-73.91803333,40.80456833,24-07-2021 15:04,1.005406182,Bronx,28.1,40.2,1.7,92,558
102,-73.91742167,40.80432333,24-07-2021 15:04,0.994467401,Bronx,28.1,40.2,1.7,92,558
103,-73.91630333,40.80387667,24-07-2021 15:04,0.998794831,Bronx,28.1,40.2,1.7,92,558
104,-73.91602,40.80376667,24-07-2021 15:04,1.000958546,Bronx,28.1,40.2,1.7,92,558
105,-73.91610167,40.80379333,24-07-2021 15:04,1.000958546,Bronx,28.1,40.2,1.7,92,558
106,-73.91591167,40.80375167,24-07-2021 15:04,1.00312226,Bronx,28.1,40.2,1.7,92,558
107,-73.91588,40.80376333,24-07-2021 15:04,1.00312226,Bronx,28.1,40.2,1.7,92,558
108,-73.91585333,40.80378667,24-07-2021 15:04,1.00312226,Bronx,28.1,40.2,1.7,92,558
109,-73.91576167,40.803895,24-07-2021 15:04,1.00312226,Bronx,28.1,40.2,1.7,92,558
110,-73.91569333,40.80396833,24-07-2021 15:04,1.00312226,Bronx,28.1,40.2,1.7,92,558
111,-73.915625,40.80405,24-07-2021 15:04,1.005285975,Bronx,28.1,40.2,1.7,92,558
112,-73.91556,40.80413167,24-07-2021 15:04,1.005285975,Bronx,28.1,40.2,1.7,92,558
113,-73.91535,40.80440167,24-07-2021 15:04,1.00744969,Bronx,28.1,40.2,1.7,92,558
114,-73.91528333,40.80448833,24-07-2021 15:04,1.01177712,Bronx,28.1,40.2,1.7,92,558
115,-73.91521167,40.80457833,24-07-2021 15:04,1.01177712,Bronx,28.1,40.2,1.7,92,558
116,-73.91513833,40.80467,24-07-2021 15:04,1.013940835,Bronx,28.1,40.2,1.7,92,558
117,-73.91809167,40.80459,24-07-2021 15:04,1.007569897,Bronx,28.1,40.2,1.7,92,558
118,-73.91619833,40.80383,24-07-2021 15:04,1.000958546,Bronx,28.1,40.2,1.7,92,558
119,-73.91581333,40.80383,24-07-2021 15:04,1.00312226,Bronx,28.1,40.2,1.7,92,558
120,-73.91813,40.804605,24-07-2021 15:04,1.007569897,Bronx,28.1,40.2,1.7,92,558
121,-73.91821667,40.80466667,24-07-2021 15:04,1.014061041,Bronx,28.1,40.2,1.7,92,558
122,-73.91817167,40.80464667,24-07-2021 15:04,1.014061041,Bronx,28.1,40.2,1.7,92,558
123,-73.91901333,40.80431,24-07-2021 15:04,1.024879616,Bronx,28.1,40.2,1.7,92,558
124,-73.91896,40.80437833,24-07-2021 15:04,1.024879616,Bronx,28.1,40.2,1.7,92,558
125,-73.91890333,40.80453,24-07-2021 15:04,1.024879616,Bronx,28.1,40.2,1.7,92,558
126,-73.91888667,40.804585,24-07-2021 15:04,1.022715901,Bronx,28.1,40.2,1.7,92,558
127,-73.91886667,40.80465,24-07-2021 15:04,1.024879616,Bronx,28.1,40.2,1.7,92,558
128,-73.91885833,40.80467667,24-07-2021 15:04,1.024879616,Bronx,28.1,40.2,1.7,92,558
129,-73.91884,40.80472667,24-07-2021 15:04,1.024879616,Bronx,28.1,40.2,1.7,92,558
130,-73.91882167,40.80475,24-07-2021 15:04,1.024879616,Bronx,28.1,40.2,1.7,92,558
131,-73.91885667,40.80469,24-07-2021 15:04,1.024879616,Bronx,28.1,40.2,1.7,92,558
132,-73.91877,40.80479667,24-07-2021 15:04,1.018388471,Bronx,28.1,40.2,1.7,92,558
133,-73.91873167,40.80480667,24-07-2021 15:04,1.020552186,Bronx,28.1,40.2,1.7,92,558
134,-73.91861167,40.80480667,24-07-2021 15:04,1.014061041,Bronx,28.1,40.2,1.7,92,558
135,-73.91855,40.80479333,24-07-2021 15:04,1.014061041,Bronx,28.1,40.2,1.7,92,558
136,-73.91848833,40.80477667,24-07-2021 15:04,1.011897326,Bronx,28.1,40.2,1.7,92,558
137,-73.91842667,40.80475667,24-07-2021 15:04,1.011897326,Bronx,28.1,40.2,1.7,92,558
138,-73.91836667,40.80473667,24-07-2021 15:04,1.011897326,Bronx,28.1,40.2,1.7,92,558
139,-73.91831333,40.80471333,24-07-2021 15:04,1.011897326,Bronx,28.1,40.2,1.7,92,558
140,-73.91826333,40.80469,24-07-2021 15:04,1.014061041,Bronx,28.1,40.2,1.7,92,558
141,-73.91879833,40.804775,24-07-2021 15:04,1.018388471,Bronx,28.1,40.2,1.7,92,558
142,-73.91958167,40.80387,24-07-2021 15:05,1.029207045,Bronx,28.1,40.2,1.7,92,558
143,-73.91973167,40.80370167,24-07-2021 15:05,1.022715901,Bronx,28.1,40.2,1.7,92,558
144,-73.91969167,40.80373333,24-07-2021 15:05,1.022715901,Bronx,28.1,40.2,1.7,92,558
145,-73.91965833,40.80377333,24-07-2021 15:05,1.024879616,Bronx,28.1,40.2,1.7,92,558
146,-73.919625,40.80382,24-07-2021 15:05,1.024879616,Bronx,28.1,40.2,1.7,92,558
147,-73.91954167,40.80391667,24-07-2021 15:05,1.029207045,Bronx,28.1,40.2,1.7,92,558
148,-73.919435,40.80402833,24-07-2021 15:05,1.027043331,Bronx,28.1,40.2,1.7,92,558
149,-73.91938833,40.80410333,24-07-2021 15:05,1.024879616,Bronx,28.1,40.2,1.7,92,558
150,-73.919355,40.80417,24-07-2021 15:05,1.024879616,Bronx,28.1,40.2,1.7,92,558
151,-73.919295,40.80428833,24-07-2021 15:05,1.024879616,Bronx,28.1,40.2,1.7,92,558
152,-73.91928333,40.80433333,24-07-2021 15:05,1.024879616,Bronx,28.1,40.2,1.7,92,558
153,-73.91925333,40.80436667,24-07-2021 15:05,1.024879616,Bronx,28.1,40.2,1.7,92,558
154,-73.91945333,40.80400833,24-07-2021 15:05,1.024879616,Bronx,28.1,40.2,1.7,92,558
155,-73.922195,40.804655,24-07-2021 15:06,1.018508677,Bronx,28.1,40.2,1.7,92,558
156,-73.9223,40.80469833,24-07-2021 15:06,1.018508677,Bronx,28.1,40.2,1.7,92,558
157,-73.92240667,40.80474333,24-07-2021 15:06,1.012017533,Bronx,28.1,40.2,1.7,92,558
158,-73.922515,40.80478833,24-07-2021 15:06,1.012017533,Bronx,28.1,40.2,1.7,92,558
159,-73.92262833,40.804835,24-07-2021 15:06,1.009853818,Bronx,28.1,40.2,1.7,92,558
160,-73.92285833,40.80492833,24-07-2021 15:06,1.009853818,Bronx,28.1,40.2,1.7,92,558
161,-73.92308,40.80501167,24-07-2021 15:06,1.007690103,Bronx,28.1,40.2,1.7,92,558
162,-73.92318167,40.805055,24-07-2021 15:06,1.005526388,Bronx,28.1,40.2,1.7,92,558
163,-73.92360167,40.80524667,24-07-2021 15:06,1.005526388,Bronx,28.1,40.2,1.7,92,558
164,-73.92349167,40.80520167,24-07-2021 15:06,1.007690103,Bronx,28.1,40.2,1.7,92,558
165,-73.92371,40.805295,24-07-2021 15:06,1.005526388,Bronx,28.1,40.2,1.7,92,558
166,-73.92392167,40.80539,24-07-2021 15:06,1.007690103,Bronx,28.1,40.2,1.7,92,558
167,-73.92403,40.80543667,24-07-2021 15:06,1.005526388,Bronx,28.1,40.2,1.7,92,558
168,-73.92413667,40.80548,24-07-2021 15:06,1.005526388,Bronx,28.1,40.2,1.7,92,558
169,-73.92424333,40.805525,24-07-2021 15:06,1.009853818,Bronx,28.1,40.2,1.7,92,558
170,-73.92434833,40.80557,24-07-2021 15:06,1.009853818,Bronx,28.1,40.2,1.7,92,558
171,-73.923385,40.80515167,24-07-2021 15:06,1.007690103,Bronx,28.1,40.2,1.7,92,558
172,-73.92209,40.80461,24-07-2021 15:06,1.014181248,Bronx,28.1,40.2,1.7,92,558
173,-73.92297167,40.80497,24-07-2021 15:06,1.007690103,Bronx,28.1,40.2,1.7,92,558
174,-73.92178167,40.80448,24-07-2021 15:06,1.016344962,Bronx,28.1,40.2,1.7,92,558
175,-73.92198667,40.80456667,24-07-2021 15:06,1.014181248,Bronx,28.1,40.2,1.7,92,558
176,-73.91977167,40.80368333,24-07-2021 15:06,1.020552186,Bronx,28.1,40.2,1.7,92,558
177,-73.91994333,40.80371833,24-07-2021 15:06,1.016344962,Bronx,28.1,40.2,1.7,92,558
178,-73.92001833,40.80374667,24-07-2021 15:06,1.016344962,Bronx,28.1,40.2,1.7,92,558
179,-73.92010667,40.803775,24-07-2021 15:06,1.014181248,Bronx,28.1,40.2,1.7,92,558
180,-73.920525,40.80394833,24-07-2021 15:06,1.012017533,Bronx,28.1,40.2,1.7,92,558
181,-73.92064,40.80399333,24-07-2021 15:06,1.012017533,Bronx,28.1,40.2,1.7,92,558
182,-73.92086167,40.80408,24-07-2021 15:06,1.014181248,Bronx,28.1,40.2,1.7,92,558
183,-73.92030667,40.80385333,24-07-2021 15:06,1.014181248,Bronx,28.1,40.2,1.7,92,558
184,-73.92105167,40.80416667,24-07-2021 15:06,1.018508677,Bronx,28.1,40.2,1.7,92,558
185,-73.92113167,40.80420167,24-07-2021 15:06,1.020672392,Bronx,28.1,40.2,1.7,92,558
186,-73.92132333,40.80427667,24-07-2021 15:06,1.020672392,Bronx,28.1,40.2,1.7,92,558
187,-73.92137167,40.80429667,24-07-2021 15:06,1.020672392,Bronx,28.1,40.2,1.7,92,558
188,-73.92143833,40.80432667,24-07-2021 15:06,1.020672392,Bronx,28.1,40.2,1.7,92,558
189,-73.92151167,40.80436167,24-07-2021 15:06,1.020672392,Bronx,28.1,40.2,1.7,92,558
190,-73.92159333,40.80439667,24-07-2021 15:06,1.018508677,Bronx,28.1,40.2,1.7,92,558
191,-73.92096167,40.80412667,24-07-2021 15:06,1.018508677,Bronx,28.1,40.2,1.7,92,558
192,-73.921685,40.80443667,24-07-2021 15:06,1.018508677,Bronx,28.1,40.2,1.7,92,558
193,-73.92654833,40.80642333,24-07-2021 15:07,1.033895094,Bronx,28.1,40.2,1.7,92,558
194,-73.92652167,40.80641333,24-07-2021 15:07,1.031731379,Bronx,28.1,40.2,1.7,92,558
195,-73.92648667,40.80640667,24-07-2021 15:07,1.031731379,Bronx,28.1,40.2,1.7,92,558
196,-73.92634,40.80635,24-07-2021 15:07,1.033895094,Bronx,28.1,40.2,1.7,92,558
197,-73.92641667,40.80638333,24-07-2021 15:07,1.033895094,Bronx,28.1,40.2,1.7,92,558
198,-73.92638,40.806365,24-07-2021 15:07,1.033895094,Bronx,28.1,40.2,1.7,92,558
199,-73.92657667,40.806435,24-07-2021 15:07,1.033895094,Bronx,28.1,40.2,1.7,92,558
200,-73.92645333,40.80639333,24-07-2021 15:07,1.033895094,Bronx,28.1,40.2,1.7,92,558
201,-73.926605,40.80644833,24-07-2021 15:07,1.033895094,Bronx,28.1,40.2,1.7,92,558
202,-73.92711333,40.80677333,24-07-2021 15:07,1.040386239,Bronx,28.1,40.2,1.7,92,558
203,-73.92664333,40.806495,24-07-2021 15:07,1.036058809,Bronx,28.1,40.2,1.7,92,558
204,-73.92671833,40.80659833,24-07-2021 15:07,1.044713669,Bronx,28.1,40.2,1.7,92,558
205,-73.92674833,40.80661333,24-07-2021 15:07,1.044713669,Bronx,28.1,40.2,1.7,92,558
206,-73.92679167,40.80663333,24-07-2021 15:07,1.044713669,Bronx,28.1,40.2,1.7,92,558
207,-73.92684667,40.80665667,24-07-2021 15:07,1.044713669,Bronx,28.1,40.2,1.7,92,558
208,-73.92690667,40.806685,24-07-2021 15:07,1.044713669,Bronx,28.1,40.2,1.7,92,558
209,-73.92704167,40.80674333,24-07-2021 15:07,1.044713669,Bronx,28.1,40.2,1.7,92,558
210,-73.926265,40.80631667,24-07-2021 15:07,1.031731379,Bronx,28.1,40.2,1.7,92,558
211,-73.92719,40.80680333,24-07-2021 15:07,1.040386239,Bronx,28.1,40.2,1.7,92,558
212,-73.92727333,40.80684333,24-07-2021 15:07,1.036058809,Bronx,28.1,40.2,1.7,92,558
213,-73.92663,40.80646167,24-07-2021 15:07,1.033895094,Bronx,28.1,40.2,1.7,92,558
214,-73.92623,40.80630167,24-07-2021 15:07,1.033895094,Bronx,28.1,40.2,1.7,92,558
215,-73.92582167,40.80615333,24-07-2021 15:07,1.025120028,Bronx,28.1,40.2,1.7,92,558
216,-73.92612667,40.806265,24-07-2021 15:07,1.033774888,Bronx,28.1,40.2,1.7,92,558
217,-73.92445833,40.80561667,24-07-2021 15:07,1.007690103,Bronx,28.1,40.2,1.7,92,558
218,-73.924565,40.80566167,24-07-2021 15:07,1.007690103,Bronx,28.1,40.2,1.7,92,558
219,-73.92465833,40.80570167,24-07-2021 15:07,1.012017533,Bronx,28.1,40.2,1.7,92,558
220,-73.92473667,40.80573333,24-07-2021 15:07,1.012017533,Bronx,28.1,40.2,1.7,92,558
221,-73.9248,40.80575833,24-07-2021 15:07,1.012017533,Bronx,28.1,40.2,1.7,92,558
222,-73.92484667,40.805775,24-07-2021 15:07,1.012017533,Bronx,28.1,40.2,1.7,92,558
223,-73.92488167,40.80579,24-07-2021 15:07,1.014181248,Bronx,28.1,40.2,1.7,92,558
224,-73.92491,40.80580167,24-07-2021 15:07,1.014181248,Bronx,28.1,40.2,1.7,92,558
225,-73.92493333,40.80581333,24-07-2021 15:07,1.018508677,Bronx,28.1,40.2,1.7,92,558
226,-73.92506833,40.80585,24-07-2021 15:07,1.029447458,Bronx,28.1,40.2,1.7,92,558
227,-73.92524667,40.80594167,24-07-2021 15:07,1.025120028,Bronx,28.1,40.2,1.7,92,558
228,-73.92531333,40.80596833,24-07-2021 15:07,1.025120028,Bronx,28.1,40.2,1.7,92,558
229,-73.92536,40.80599167,24-07-2021 15:07,1.025120028,Bronx,28.1,40.2,1.7,92,558
230,-73.92578333,40.80614,24-07-2021 15:07,1.025120028,Bronx,28.1,40.2,1.7,92,558
231,-73.92590333,40.80618167,24-07-2021 15:07,1.025120028,Bronx,28.1,40.2,1.7,92,558
232,-73.92594167,40.80619167,24-07-2021 15:07,1.025120028,Bronx,28.1,40.2,1.7,92,558
233,-73.92597833,40.80620333,24-07-2021 15:07,1.025120028,Bronx,28.1,40.2,1.7,92,558
234,-73.92601167,40.80621333,24-07-2021 15:07,1.031611173,Bronx,28.1,40.2,1.7,92,558
235,-73.92603833,40.806225,24-07-2021 15:07,1.031611173,Bronx,28.1,40.2,1.7,92,558
236,-73.926065,40.80624,24-07-2021 15:07,1.033774888,Bronx,28.1,40.2,1.7,92,558
237,-73.926095,40.80625,24-07-2021 15:07,1.033774888,Bronx,28.1,40.2,1.7,92,558
238,-73.92619333,40.80629167,24-07-2021 15:07,1.033895094,Bronx,28.1,40.2,1.7,92,558
239,-73.92630333,40.80633,24-07-2021 15:07,1.031731379,Bronx,28.1,40.2,1.7,92,558
240,-73.92520667,40.80589167,24-07-2021 15:07,1.029447458,Bronx,28.1,40.2,1.7,92,558
241,-73.90234167,40.83953,24-07-2021 15:07,1.010695263,Bronx,28.1,40.2,1.7,92,558
242,-73.90215833,40.83986333,24-07-2021 15:07,1.010575056,Bronx,28.1,40.2,1.7,92,558
243,-73.90220833,40.839775,24-07-2021 15:07,1.008411341,Bronx,28.1,40.2,1.7,92,558
244,-73.902255,40.83969,24-07-2021 15:07,1.008411341,Bronx,28.1,40.2,1.7,92,558
245,-73.9023,40.83960833,24-07-2021 15:07,1.010575056,Bronx,28.1,40.2,1.7,92,558
246,-73.90200333,40.84011833,24-07-2021 15:07,1.010575056,Bronx,28.1,40.2,1.7,92,558
247,-73.90237667,40.83946167,24-07-2021 15:07,1.004204118,Bronx,28.1,40.2,1.7,92,558
248,-73.90244167,40.839345,24-07-2021 15:07,1.004204118,Bronx,28.1,40.2,1.7,92,558
249,-73.90247167,40.839285,24-07-2021 15:07,1.004204118,Bronx,28.1,40.2,1.7,92,558
250,-73.90249667,40.839215,24-07-2021 15:07,1.004204118,Bronx,28.1,40.2,1.7,92,558
251,-73.90252333,40.83914167,24-07-2021 15:07,1.004204118,Bronx,28.1,40.2,1.7,92,558
252,-73.90255167,40.83906833,24-07-2021 15:07,1.004204118,Bronx,28.1,40.2,1.7,92,558
253,-73.90258167,40.83899833,24-07-2021 15:07,1.006367833,Bronx,28.1,40.2,1.7,92,558
254,-73.90196167,40.840185,24-07-2021 15:07,1.008411341,Bronx,28.1,40.2,1.7,92,558
255,-73.90192667,40.840235,24-07-2021 15:07,1.008411341,Bronx,28.1,40.2,1.7,92,558
256,-73.902105,40.83995333,24-07-2021 15:07,1.010575056,Bronx,28.1,40.2,1.7,92,558
257,-73.90205333,40.84004167,24-07-2021 15:07,1.010575056,Bronx,28.1,40.2,1.7,92,558
258,-73.901775,40.84040333,24-07-2021 15:07,1.006247626,Bronx,28.1,40.2,1.7,92,558
259,-73.92765333,40.807015,24-07-2021 15:08,1.025240235,Bronx,28.3,40.3,2.9,91,216
260,-73.92942333,40.80781833,24-07-2021 15:08,1.012378152,Bronx,28.3,40.3,2.9,91,216
261,-73.92943167,40.80777333,24-07-2021 15:08,1.012378152,Bronx,28.3,40.3,2.9,91,216
262,-73.92942833,40.80772667,24-07-2021 15:08,1.012257945,Bronx,28.3,40.3,2.9,91,216
263,-73.92938333,40.80769833,24-07-2021 15:08,1.012257945,Bronx,28.3,40.3,2.9,91,216
264,-73.92931333,40.80767833,24-07-2021 15:08,1.012257945,Bronx,28.3,40.3,2.9,91,216
